County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Bronx,Plant,Flowering Plants,Other Flowering Plants,Iris prismatica,Slender Blue Flag,1997,Threatened,not listed,S2,G4G5,Recently Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Lechea tenuifolia,Slender Pinweed,not available,Threatened,not listed,S2,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Lilaeopsis chinensis,Eastern Grasswort,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Linum medium var. texanum,Southern Yellow Flax,1947,Threatened,not listed,S2,G5T5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Linum sulcatum,Yellow Wild Flax,1896,Threatened,not listed,S2,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,1947,Threatened,not listed,S2S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Oxybasis rubra var. rubra,Red Pigweed,not available,Threatened,not listed,S2,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,1915,Threatened,not listed,S2S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Potamogeton pulcher,Spotted Pondweed,not available,Threatened,not listed,S2,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Prunus pumila var. depressa,Dwarf Cherry,not available,Threatened,not listed,S2,G5T5,Extirpated
Bronx,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum muticum,Blunt Mountain Mint,not available,Threatened,not listed,S2S3,G5,Possible but not Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Salicornia bigelovii,Dwarf Glasswort,1946,Threatened,not listed,S2S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Sericocarpus linifolius,Flax-leaf Whitetop,1897,Threatened,not listed,S2,G5,Extirpated
Bronx,Plant,Flowering Plants,Other Flowering Plants,Silene caroliniana ssp. pensylvanica,Wild Pink,2007,Threatened,not listed,S2,G5T4T5,Recently Confirmed
Bronx,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum subulatum var. subulatum,Annual Saltmarsh Aster,1946,Threatened,not listed,S2S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Triglochin palustris,Marsh Arrow Grass,1899,Threatened,not listed,S2,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Orchids,Triphora trianthophoros ssp. trianthophoros,Nodding Pogonia,not available,Threatened,not listed,S2,G3G4T3T4,Extirpated
Bronx,Plant,Flowering Plants,Grasses,Tripsacum dactyloides var. dactyloides,Northern Gama Grass,2007,Threatened,not listed,S2,G5TNR,Recently Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Viburnum dentatum var. venosum,Southern Arrowwood,1946,Threatened,not listed,S2,G5T4T5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Viola primulifolia var. primulifolia,Primrose-leaved Violet,1882,Threatened,not listed,S2,G5TNR,Historically Confirmed
Bronx,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,not available,Threatened,Threatened,S1,G1G2,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Agrimonia parviflora,Swamp Agrimony,not available,Rare,not listed,S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Angelica venenosa,Hairy Angelica,not available,Rare,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Betula nigra,River Birch,not available,Rare,not listed,S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Bronx,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,not available,Rare,not listed,S3,G4,Recently Confirmed
Bronx,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Carex willdenowii,Willdenow's Sedge,not available,Rare,not listed,S2S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,not available,Rare,not listed,S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Cuscuta pentagona,Five-angled Dodder,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,not available,Rare,not listed,S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge,not available,Rare,not listed,S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Heuchera americana var. americana,American Alumroot,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Lespedeza frutescens,Violet Bush Clover,not available,Rare,not listed,S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Lespedeza repens,Trailing Bush Clover,not available,Rare,not listed,S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Linum striatum,Stiff Yellow Flax,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Bronx,Plant,Flowering Plants,Rushes,Luzula echinata,Spiny Wood Rush,not available,Rare,not listed,S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Mimulus alatus,Winged Monkey Flower,not available,Rare,not listed,S3,G5,Recently Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Plantago cordata,Heart-leaved Plantain,1894,Rare,not listed,S3,G4,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,not available,Rare,not listed,S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Ptilimnium capillaceum,Mock Bishopweed,not available,Rare,not listed,S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Ranunculus micranthus,Small-flowered Crowfoot,not available,Rare,not listed,S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum tenuifolium var. tenuifolium,Perennial Saltmarsh Aster,not available,Rare,not listed,S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,1891,Rare,not listed,S3,G5T3,Historically Confirmed
Bronx,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,2013,Protected - no open season,Endangered,S1,G3,Recently Confirmed
Bronx,Animal,Beetles,Carrion Beetles,Nicrophorus americanus,American Burying Beetle,not available,Endangered,Endangered,SH,G2G3,Historically Confirmed
Bronx,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius melodus,Piping Plover,2006,Endangered,Endangered/Threatened,S3B,G3,Recently Confirmed
Bronx,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,2008,Endangered,not listed,S3B,G4,Recently Confirmed
Bronx,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Quillwort,not available,Endangered,not listed,S1,GNR,Historically Confirmed
Bronx,Plant,Ferns and Fern Allies,Ferns,Myriopteris lanosa,Woolly Lip Fern,not available,Endangered,not listed,SH,G5,Extirpated
Bronx,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Sturgeon,2013,Endangered,Endangered,S1,G3,Recently Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Acalypha virginica,Virginia Three-seeded Mercury,1954,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot,1893,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Asclepias variegata,White Milkweed,not available,Endangered,not listed,S1,G5,Recently Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Atriplex dioica,Thickleaf Orach,1899,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Bolboschoenus novae-angliae,Saltmarsh Bulrush,not available,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Callitriche hermaphroditica,Autumnal Water-starwort,1947,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Carex abscondita,Thicket Sedge,not available,Endangered,not listed,S1,G4G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Carex aggregata,Glomerate Sedge,not available,Endangered,not listed,S2,G5,Recently Confirmed
Bronx,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge,1891,Endangered,not listed,S3,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Carex straminea,Straw Sedge,1899,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Carex styloflexa,Bent Sedge,1897,Endangered,not listed,S1,G4G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,1901,Endangered,not listed,S2,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,not available,Endangered,not listed,S1S2,G5,Extirpated
Bronx,Plant,Flowering Plants,Other Flowering Plants,Chenopodium berlandieri var. macrocalycium,Large Calyx Goosefoot,not available,Endangered,not listed,S1S2,G5T4,Historically Confirmed
Bronx,Plant,Flowering Plants,Grasses,Coleataenia stipitata,Tall Flat Panic Grass,1906,Endangered,not listed,SH,G5T4T5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox,1946,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Cyperus echinatus,Globose Flatsedge,1991,Endangered,not listed,S1,G5,Recently Confirmed
Bronx,Plant,Flowering Plants,Sedges,Cyperus flavescens,Yellow Flatsedge,1938,Endangered,not listed,S1,G5,Recently Confirmed
Bronx,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. parviflorum,Small Southern Yellow Lady's Slipper,not available,Endangered,not listed,SH,G5T3T5,Extirpated
Bronx,Plant,Flowering Plants,Other Flowering Plants,Desmodium laevigatum,Smooth Tick Trefoil,1843,Endangered,not listed,SH,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Desmodium nuttallii,Nuttall's Tick Trefoil,1840,Endangered,not listed,SH,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Desmodium obtusum,Stiff Tick Trefoil,1898,Endangered,not listed,S1,G4G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Grasses,Dichanthelium scoparium,Velvet Panic Grass,1953,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Grasses,Digitaria filiformis var. filiformis,Slender Crab Grass,1918,Endangered,not listed,S1,G5TNR,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Eleocharis ambigens,Creeping Spike Rush,not available,Endangered,not listed,S1,G4G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Eleocharis engelmannii,Engelmann's Spike Rush,not available,Endangered,not listed,S1,G4G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Eleocharis tenuis var. pseudoptera,Slender Spike Rush,1997,Endangered,not listed,S1,G5T5?,Recently Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Euonymus americanus,American Strawberry Bush,not available,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Ipomoea pandurata,Wild Potato-vine,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Bronx,Plant,Flowering Plants,Rushes,Juncus biflorus,Large Grass-leaved Rush,not available,Endangered,not listed,S1,G5,Recently Confirmed
Bronx,Plant,Flowering Plants,Rushes,Juncus brachycarpus,Short-fruited Rush,1997,Endangered,not listed,S1,G4G5,Recently Confirmed
Bronx,Plant,Flowering Plants,Rushes,Juncus scirpoides var. scirpoides,Sedge Rush,1946,Endangered,not listed,S1,G5TNR,Historically Confirmed
Bronx,Plant,Flowering Plants,Rushes,Juncus subcaudatus,Spreading Rush,not available,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca floridana,False Lettuce,1994,Endangered,not listed,S1,G5,Recently Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Lechea pulchella,Leggett's Pinweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Lemna perpusilla,Minute Duckweed,1910,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Lycopus rubellus,Stalked Bugleweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Magnolia virginiana var. virginiana,Sweetbay Magnolia,not available,Endangered,not listed,S1,G5TNR,Extirpated
Bronx,Plant,Flowering Plants,Other Flowering Plants,Oenothera laciniata,Cut-leaved Evening Primrose,1940,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Oldenlandia uniflora,Clustered Bluets,not available,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Grasses,Paspalum laeve,Field Beadgrass,1997,Endangered,not listed,S1,G4G5,Recently Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Persicaria careyi,Carey's Smartweed,1879,Endangered,not listed,S1S2,G4,Possible but not Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Physalis virginiana var. virginiana,Virginia Ground Cherry,1932,Endangered,not listed,SH,G5T5,Possible but not Confirmed
Bronx,Plant,Flowering Plants,Grasses,Poa paludigena,Slender Marsh Blue Grass,1895,Endangered,not listed,S1,G3,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum clinopodioides,Basil Mountain Mint,not available,Endangered,not listed,S1,G1G2,Possible but not Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum torreyi,Torrey's Mountain Mint,1880,Endangered,not listed,S1,G2,Possible but not Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Ranunculus septentrionalis,Swamp Buttercup,1900,Endangered,not listed,S1,GNR,Historically Confirmed
Bronx,Plant,Flowering Plants,Sedges,Scleria triglomerata,Whip Nut Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Scutellaria integrifolia,Hyssop-skullcap,1901,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Smilax pulverulenta,Powdery Carrion Flower,1998,Endangered,not listed,S1,G4G5,Recently Confirmed
Bronx,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago latissimifolia,Coastal Goldenrod,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Bronx,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago mexicana,Mexican Seaside Goldenrod,1946,Endangered,not listed,S1,G5T5?,Historically Confirmed
Bronx,Plant,Flowering Plants,Grasses,Sphenopholis obtusata,Prairie Wedgegrass,1890,Endangered,not listed,S1,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,Grasses,Sphenopholis pensylvanica,Swamp Oats,1913,Endangered,not listed,S1,G4,Historically Confirmed
Bronx,Plant,Flowering Plants,Orchids,Spiranthes vernalis,Spring Ladies' Tresses,1894,Endangered,not listed,S1S2,G5,Extirpated
Bronx,Plant,Flowering Plants,Other Flowering Plants,Suaeda linearis,Narrow-leaf Sea Blite,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Bronx,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum lanceolatum var. interior,Small-headed Aster,not available,Endangered,not listed,SH,G5T5,Historically Confirmed
Bronx,Plant,Flowering Plants,Other Flowering Plants,Viola brittoniana,Coast Violet,not available,Endangered,not listed,S1,G4G5,Extirpated
Bronx,Plant,Flowering Plants,Other Flowering Plants,Vitis vulpina,Winter Grape,not available,Endangered,not listed,S1,G5,Historically Confirmed
Broome,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow,1982,Threatened,not listed,S3B,G4,Recently Confirmed
Broome,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,not available,Threatened,not listed,S3B,G5,Historically Confirmed
Broome,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2000-2005,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Broome,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2016,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Broome,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2011,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Broome,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2000-2005,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Broome,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,2010,Threatened,not listed,S2S3,G4,Recently Confirmed
Broome,Animal,Fish,"Minnows, Shiners, Suckers",Erimyzon sucetta,Lake Chubsucker,not available,Threatened,not listed,SH,G5,Historically Confirmed
Broome,Plant,Flowering Plants,Other Flowering Plants,Hydrangea arborescens,Wild Hydrangea,not available,Threatened,not listed,S2,G5,Historically Confirmed
