Serial Number,County,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise City,Premise State,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other,Georeference
1302830,KINGS,MR,210,923078,158 BEARD STREET BREWING INC,NARROW WATER BREWING,158 BEARD ST,,BROOKLYN,NY,11231,12/18/2019,11/30/2022,"RESTAURANT BREWER SERVING BEER, WINE, LIQUOR & CIDER","FB Stips: Close 11pm Su-Thur, 12am-12am Fr-Sat","FB Stips: No Pub Crawl, No Promoters, No DJ's or Live music; Doors closed at all times",POINT (-74.015953 40.675575)
2605012,ONONDAGA,DW,301,922163,LAKELAND WINERY INC,LAKELAND WINERY,877 STATE FAIR BLVD,,SYRACUSE,NY,13209,11/6/2019,11/30/2022,WINERY,,,POINT (-76.242613 43.093122)
3158362,MONROE,FD,106,939770,WHICHCRAFT BREWS LLC,,1900 EMPIRE BLVD,BAYTOWNE PLAZA STORE D100-300,WEBSTER,NY,14580,4/19/2021,5/31/2022,FARM BREWER,,Licensed Patio,POINT (-77.502944 43.191694)
2223058,SCHENECTADY,FD,106,938969,SUNY SCHENECTADY COUNTY COMMUNITY COLLEGE,,108 STATE ST,,SCHENECTADY,NY,12305,5/26/2021,4/30/2022,TENANT FARM BREWER,,,POINT (-73.947487 42.815196)
1118143,SUFFOLK,FW,302,926001,BEDELL NORTH FORK LLC,BEDELL CELLARS,36225 MAIN RD,,CUTCHOGUE,NY,11935,4/23/2020,11/30/2022,FARM WINERY,,,POINT (-72.468254 41.028609)
2201404,COLUMBIA,MI,101,939502,SUAREZ FAMILY LLC,SUAREZ FAMILY BREWERY,2278 RTE 9,,LIVINGSTON,NY,12541,4/13/2021,4/30/2022,MICRO-BREWERY,,,POINT (-73.812327 42.111407)
2500913,CAYUGA,FW,302,918778,KING FERRY WINERY INC,TRELEAVEN,658 LAKE ROAD,T/O GENOA,KING FERRY,NY,13081,6/10/2019,6/30/2022,FARM WINERY,,,POINT (-76.635588 42.65029)
3162220,ERIE,MI,101,940056,RBCPROD LLC,RESURGENCE BREWING COMPANY,55 CHICAGO ST,STE 100,BUFFALO,NY,14204,4/23/2021,4/30/2022,MICROBREWERY,,,POINT (-78.86883200000001 42.869799)
1180426,NASSAU,FW,302,918709,"SPARKLING POINTE, LLC.",,39750 COUNTY ROAD 48,ACKERLY POND LANE &KENNY'S RD,SOUTHOLD,NY,11971,6/6/2019,5/31/2022,FARM WINERY,,,POINT (-72.445089 41.06162700000001)
2214272,DUTCHESS,FW,302,910977,FISHKILL FARMS LLC,FISHKILL FARMS,9 FISHKILL FARM RD,,HOPEWELL JUNCTION,NY,12533,5/6/2019,4/30/2022,FARM WINERY,,Licensed Grounds,POINT (-73.823424 41.517828)
3151760,STEUBEN,FW,302,914504,HERON HILL VINEYARDS INC,HERON HILL WINERY,9301 COUNTY RTE 76,,HAMMONDSPORT,NY,14840,4/8/2019,5/31/2022,FARM WINERY,,,POINT (-77.198038 42.449771)
2189976,BROOME,MI,101,847028,GALAXY BREWING COMPANY LLC,,41 COURT ST,,BINGHAMTON,NY,13901,6/28/2021,6/30/2022,MICROBREWERY,,"producing 60,000 barrels of beer",POINT (-75.913735 42.098709)
3153235,ONTARIO,D,101,846798,CONSTELLATION BRANDS INC,,116 BUFFALO ST,BUILDING A,CANANDAIGUA,NY,14424,6/24/2021,6/30/2022,BREWER,,,POINT (-77.294146 42.896273)
3162244,ONTARIO,FW,302,918744,STAR CIDER LLC,,3365 STATE RTE 364,,CANANDAIGUA,NY,14424,6/7/2019,6/30/2022,FARM WINERY,,,POINT (-77.250436 42.86705)
3114738,SENECA,WA,305,921282,DOYLE ACQUISITION CORPORATION,CAYWOOD VINEYARDS,9666 ROUTE 414,,LODI,NY,14860,9/23/2019,9/30/2022,WINERY RETAIL,,,
1190485,SUFFOLK,FW,302,919254,BROOKLYN OENOLOGY LLC,,35 COX NECK ROAD,ROUTE 48 & WESTPHALIA RD.,MATTITUCK,NY,11952,6/24/2019,6/30/2022,FARM WINERY,,,POINT (-72.554046 40.988801)
2217554,ESSEX,FW,302,916249,AFFINITY GROUP MEMBER SERVICES INC,ROLLING HILLS ESTATE WINERY,22 HICKORY WAY,,WESTPORT,NY,12993,1/2/2020,12/31/2022,FARM WINERY,,,POINT (-73.508563 44.673545)
3103325,ONTARIO,FW,302,918193,SONNENBERG GARDENS,FINGER LAKES WINE CENTER,151 CHARLOTTE ST,NOT FOR PROFIT,CANANDAIGUA,NY,14424,5/21/2019,5/31/2022,SPECIAL FARM WINERY,,wine sales & tastings,POINT (-77.27498 42.896798)
3142808,WAYNE,FW,302,920512,LONG ACRE FARMS LLC,JD WINE CELLARS,1342 EDDY RD,,MACEDON,NY,14502,8/14/2019,10/31/2022,FARM WINERY PRODUCING NYS GRAPES WINE,,production facility,POINT (-77.31456900000002 43.11628)
2219848,HERKIMER,FD,106,939979,IRON ROCK BREWING LLC,IRONROCK BREWING CO,56 W MILL ST,,LITTLE FALLS,NY,13365,4/22/2021,6/30/2022,FARM BREWER,,,POINT (-74.861118 43.04075)
1301719,SUFFOLK,MI,101,939840,WESTHAMPTON BEACH BREWING COMPANY LLC,WESTHAMPTON BEACH BREWING COMPANY,220 ROGERS WAY,,WESTHAMPTON BEACH,NY,11978,4/20/2021,4/30/2022,MICRO BREWER,,Licensed Patio,
2200609,ORANGE,DW,301,921718,FERREIRA CARPENTER ESTATES LLC,FERREIRA CARPENTER WINERY,62 W RIDGE RD,,WARWICK,NY,10990,10/17/2019,10/31/2022,WINERY,,,POINT (-74.368523 41.282344)
3153737,ONTARIO,FW,302,921042,SONG HILL WINERY LLC,,521 COUNTY RD 9,,VICTOR,NY,14564,9/6/2019,9/30/2022,FARM WINERY,,,POINT (-77.398545 43.01407600000001)
2211899,COLUMBIA,MW,307,999999,LITTLE APPLE CIDERY INC,,192 ORCHARD LN,,HILLSDALE,NY,12529,5/29/2018,5/31/2022,MICROFARM WINERY,,,POINT (-73.518845 42.215053)
2196658,ONONDAGA,FD,106,940324,RED HAWK BREWING LTD,,4504 BUSSEY RD,,SYRACUSE,NY,13215,5/10/2021,7/31/2022,FARM BREWER,,,POINT (-76.232983 42.99073)
2189428,ORANGE,FW,302,919408,ORCHARD HILL CIDER MILL LLC,,29 SOONS CIR,,NEW HAMPTON,NY,10958,6/28/2019,7/31/2022,FARM WINERY,,,POINT (-74.402967 41.403034)
1010797,KINGS,CD,304,847097,"BROOKLYN BREWERY CORP,THE",THE BROOKLYN BREWERY,79 N 11TH STREET,,BROOKLYN,NY,11249,6/29/2021,6/30/2022,CIDER PRODUCER/WHOLESALER,,,POINT (-73.958063 40.721724)
3164098,WAYNE,CF,309,999999,BERNARD BRANDS LLC,BOOM POINT,7483 SALMON CREEK RD,,WILLIAMSON,NY,14589,,7/31/2022,FARM CIDERY,,,POINT (-77.194865 43.268987)
1314671,KINGS,FD,106,999999,FINBACK BROOKLYN LLC,,545 PRESIDENT ST,,BROOKLYN,NY,11215,1/29/2020,12/31/2022,FARM BREWER,,,POINT (-73.984871 40.677332)
2153476,ULSTER,FW,302,918869,ENLIGHTENMENT WINES FARM AND MEADERY LLC,ENLIGHTENMENT WINES,67 BARCLAY ROAD,,CLINTONDALE,NY,12515,6/12/2019,5/31/2022,FARM WINERY PRODUCING WINE,,,POINT (-74.071058 41.666416)
2126644,CORTLAND,FW,302,920029,CHERRY KNOLL FARM LLC,,3426 HOXIE GORGE RD,,MARATHON,NY,13803,7/25/2019,9/30/2022,FARM WINERY,,,POINT (-76.05149500000002 42.527041)
2183643,ONEIDA,DD,207,919060,ADIRONDACK DISTILLING COMPANY INC,,601 VARICK ST,,UTICA,NY,13502,6/19/2019,5/31/2022,"FARM DISTILLER ""D",,,POINT (-75.241448 43.104308)
2210400,DUTCHESS,DA,206,999999,MILLBROOK DISTILLERY LLC,MILLBROOK DISTILLERY,78 SINPATCH RD,LISTENING ROCK FARM,WASSAIC,NY,12592,7/16/2019,6/30/2022,DISTILLER CLASS A-1,,,POINT (-73.555633 41.779842)
2202701,CORTLAND,DD,207,914386,CORTLAND BEER COMPANY LLC,CORTLAND DISTILLING COMPANY,16 COURT ST,,CORTLAND,NY,13045,4/1/2019,5/31/2022,FARM DISTILLER D,,,POINT (-76.179553 42.599334)
2004194,CLINTON,MI,101,940125,CHRISTOPHERS RESTAURANT INC,PLATTSBURGH BREWING CO,411 ROUTE 3,,PLATTSBURGH,NY,12901,4/27/2021,5/31/2022,MICROBREWERY,,,
2209317,SARATOGA,DW,301,922786,OLIVA VINEYARDS LLC,OLIVA VINEYARDS,250 EXCELSIOR AVE,,SARATOGA SPRINGS,NY,12866,12/4/2019,11/30/2022,WINERY,,,POINT (-73.758224 43.093826)
3122169,ERIE,MR,210,914055,PEARL STREET BREWING CO LLC,(CELLAR MAIN BAR),76 PEARL ST,,BUFFALO,NY,14202,3/13/2019,4/30/2022,RESTAURANT/BREWER,special events,"premises consists of cellar, 3rd fl & 4th fl",POINT (-78.877032 42.881162)
2169478,JEFFERSON,FW,302,920941,VENDITTI VINEYARDS INC,,42780 NEW CONNECTICUT RD,MOSKULLUNGE LAKE ROD & ROSSIE,ANTWERP,NY,13608,8/29/2019,8/31/2022,FARM WINERY MANUFACTURING WINE,,,POINT (-75.680437 44.286182)
1318124,KINGS,DD,207,999999,GRAVITY CAT LLC,,545 PRESIDENT ST,,BROOKLYN,NY,11215,1/29/2020,12/31/2022,FARM DISTILLERY,,,POINT (-73.984871 40.677332)
2199361,BROOME,DD,207,917543,FRENCH DISTILLERS & ALCHEMISTS LLC,,10 WALKER AVE,,LISLE,NY,13797,5/28/2019,6/30/2022,FARM DISTILLER CLASS D,,,POINT (-76.004948 42.352677)
1289895,KINGS,DA,206,999999,KINGS COUNTY DISTILLERY LLC,,63 FLUSHING AVE,BROOKLYN NAVY YARD BLDG 121,BROOKLYN,NY,11205,5/9/2016,4/30/2022,DISTILLER CLASS A-1,,,POINT (-73.975179 40.698038)
2190694,RENSSELAER,FD,106,940102,BROWNS BREWING COMPANY LLC,,50 FACTORY HILL RD,,HOOSICK FALLS,NY,12090,4/26/2021,6/30/2022,FARM BREWER,,"Production of up to 60,000 barells New York Statel labelled beer annually",POINT (-73.343932 42.925656000000004)
3004169,ERIE,MI,101,939767,KMT MANAGEMENT INC,BUFFALO BREW PUB,6861 MAIN ST,,WILLIAMSVILLE,NY,14221,4/19/2021,6/30/2022,MICROBREWERY,,,POINT (-78.698031 42.965322)
2221542,DELAWARE,DA,206,999999,UNION GROVE DISTILLERY LLC,,43311 STATE HWY 28,,ARKVILLE,NY,12406,6/23/2020,10/31/2022,DISTILLER CLASS A-1,,Licensed Patio,POINT (-74.619807 42.14757)
3162014,ERIE,DD,207,999999,GILDED BUFFALO LLC,,55 CHICAGO ST,STE 110,BUFFALO,NY,14204,,5/31/2022,FARM DISTILLER,,,POINT (-78.86883200000001 42.869799)
1316270,NASSAU,MI,101,999999,POINT LOOKOUT BREWING COMPANY LLC,BRIGHT EYE BEER COMPANY,50 W PARK AVE,,LONG BEACH,NY,11561,1/21/2020,12/31/2022,MICRO BREWERY,,,POINT (-73.665768 40.588366)
3153320,SCHUYLER,FW,302,914418,S BRONSTEIN ESTATES LLC,BARNSTORMER WINERY,4184 RTE 14,,ROCK STREAM,NY,14878,4/2/2019,5/31/2022,FARM WINERY,,,POINT (-76.907377 42.435974)
2500901,CAYUGA,DW,301,920309,LONG POINT WINERY LTD,LONG POINT WINERY,1485 LAKE ROAD,,AURORA,NY,13026,8/5/2019,8/31/2022,WINERY PRODUCING GRAPE WINES,,,POINT (-76.684217 42.710846)
3153700,ERIE,FW,302,920769,RICHARD J BYINGTON & RUSSELL J BYINGTON,SAVAGE WINERY,11300 SAVAGE RD,,CHAFFEE,NY,14030,8/20/2019,9/30/2022,FARM WINERY,,,POINT (-78.51465 42.571727)
1045812,SUFFOLK,FW,302,919914,LAUREL LAKE VINEYARD LTD,,3165 MAIN RD RT 25,,LAUREL,NY,11948,7/24/2019,8/31/2022,FARM WINERY,,,
2199563,SCHOHARIE,DD,207,999999,COYOTE HOLLOW STILL HOUSE LLC,COYOTE HOLLOW STILL HOUSE,833 OAK HILL RD,,ESPERANCE,NY,12066,3/6/2017,12/31/2022,FARM DISTILLER,,,POINT (-74.270911 42.731785)
1334897,SUFFOLK,FD,106,941164,FREEDOM BREWING CORP,,921 LINCOLN AVE,UNIT 3,HOLBROOK,NY,11741,7/12/2021,6/30/2022,FARM BREWER,,,POINT (-73.08336 40.772849)
2202216,DUTCHESS,FD,106,937241,PBFB NY LLC,PLAN BEE FARM BREWERY,115 UNDERHILL RD,,POUGHKEEPSIE,NY,12603,3/8/2021,4/30/2022,FARM BREWER,,,POINT (-73.886007 41.717144)
3014271,YATES,FW,302,920272,ANTHONY ROAD WINE CO INC,,1020 ANTHONY RD,,PENN YANN,NY,14527,8/1/2019,7/31/2022,FARM WINERY,,,POINT (-76.973729 42.705839)
2214271,WASHINGTON,MW,307,917526,AMANDA AND RODRIGO SOLAR,MELO MOON CIDER,24 INTERVALE RD,,GREENWICH,NY,12834,5/21/2019,4/30/2022,MICRO FARM WINERY,,,POINT (-73.514114 43.018031)
2215881,ONEIDA,DB,202,917643,MATT BREWING CO INC,F X MATT BREWING CO,811 EDWARD ST,,UTICA,NY,13502,7/30/2019,6/30/2022,DISTILLER CLASS B,,,POINT (-75.24466800000002 43.104504)
3157176,WAYNE,DA,206,919778,CELK DISTILLING LLC,"APPLE C'NTRY SPIRITS, SILVERBACK DIST, ROOTSTOCK",3274 EDDY RD,,WILLIAMSON,NY,14589,7/17/2019,7/31/2022,DISTILLER A-1,"Tradenames:Apple Country Spirits, Silverback Distillery & Rootstock Cider Works",,POINT (-77.223902 43.202027)
3012522,SCHUYLER,FW,302,920969,RED NEWT CELLARS INC,RED NEWT CELLARS,3675 TICHENOR RD,,HECTOR,NY,14841,8/30/2019,8/31/2022,FARM WINERY,,,POINT (-76.867141 42.500856)
2213202,ALBANY,DD,207,923537,WINDHAM DISTILLERY LLC,,32 LEARNED ST,,ALBANY,NY,12207,12/18/2019,12/31/2022,FARM DISTILLER,,,POINT (-73.743242 42.660878)
2199558,ONONDAGA,DD,207,921769,SKANEATELES DISTILLERIES LLC,LAST SHOT DISTILLERY,4022 MILL RD,,SKANEATELES,NY,13152,10/21/2019,9/30/2022,FARM DISTILLER CLASS D,"Stips: Retail Sale Hours Fri 2pm-8pm, Sa 11am-7pm & Su 12pm-4pm",,POINT (-76.443602 42.965081)
1279306,QUEENS,FD,106,999999,BIG ALICE BREWING COMPANY LLC,,808 43RD RD,,LONG ISLAND CITY,NY,11101,10/5/2018,9/30/2022,FARM BREWER,,,POINT (-73.950411 40.752113)
2005159,DUTCHESS,FW,302,920372,CLINTON VINEYARDS INC,,450 SCHULTZVILLE ROAD,,CLINTON CORNERS,NY,12514,8/7/2019,9/30/2022,FARM WINERY,,,POINT (-73.779427 41.850229)
2213206,DUTCHESS,FD,106,939285,OBSCURE OSCILLATION BREWING COMPANY LLC,,19 LOWN CT,,POUGHKEEPSIE,NY,12603,3/31/2021,3/31/2022,FARM BREWER,,,POINT (-73.915363 41.693259)
3158624,STEUBEN,MR,210,918622,CAREYS CYBER INC,CAREY'S BREW HOUSE,58 BRIDGE ST,,CORNING,NY,14830,6/4/2019,6/30/2022,RESTAURANT BREWER,,Licensed patio,POINT (-77.060785 42.150196)
1312588,KINGS,MR,210,904454,JMJ HOSPITALITY GROUP CO LLC,18TH WARD BREWPUB,300 RICHARDSON ST,,BROOKLYN,NY,11222,9/9/2019,8/31/2022,"RESTAURANT BREWER SERVING BEER, WINE, CIDER AND LIQUOR",,Juke Box,POINT (-73.939687 40.719675)
3124464,SENECA,DW,301,920884,VENTOSA VINEYARDS LLC,VENTOSA VINEYARDS,3440 ROUTE 96A,,GENEVA,NY,14456,8/26/2019,9/30/2022,WINERY,,,POINT (-76.935196 42.857518)
1260831,SUFFOLK,FW,302,922150,WOODSIDE ORCHARDS INC,,729 MAIN RD,,AQUEBOGUE,NY,11931,11/5/2019,11/30/2022,FARM WINERY,,,POINT (-72.618336 40.947453)
1010943,KINGS,D,101,847098,"BROOKLYN BREWERY CORP, THE",THE BROOKLYN BREWERY,79 N 11TH STREET,,BROOKLYN,NY,11249,6/29/2021,6/30/2022,BREWER,,,POINT (-73.958063 40.721724)
3130707,WAYNE,DB,202,921203,MOTTS LLP,,4363 ROUTE 104,,WILLIAMSON,NY,14589,9/17/2019,9/30/2022,DISTILLER CLASS B,,operate a rectifying plant,POINT (-77.176065 43.234699)
3162163,ONTARIO,FD,106,999999,SAVANGELA LLC,CRAFTY ALES AND LAGERS,2 EXCHANGE ST,,PHELPS,NY,14532,4/2/2019,4/30/2022,FARM BREWER,,,POINT (-77.056966 42.95792900000001)
3155920,CATTARAUGUS,DD,207,921465,LITTLE CHICAGO DISTILLERIES LLC,,3443 RTE 16 N,STE K,OLEAN,NY,14760,10/1/2019,5/31/2022,FARM DISTILLER,,,POINT (-78.399196 42.147745)
2203486,ULSTER,FD,106,846221,WEED FARMS INC,WEED ORCHARDS BREWING COMPANY,43 MOUNT ZION RD,,MARLBORO,NY,12542,6/15/2021,6/30/2022,FARM BREWER,,,POINT (-74.000865 41.624268)
3157299,STEUBEN,DD,207,920351,BHAGWAN MALT WORKS LLC,KROOKED TUSKER DISTILLERY,10303 COUNTY RTE 76,,HAMMONDSPORT,NY,14840,8/6/2019,8/31/2022,FARM DISTILLER D,,Licensed Deck and Yard,POINT (-77.187296 42.490777)
2194909,ULSTER,FW,302,924256,YANKEE FOLLY LLC,YANKEE FOLLY CIDERY,69 YANKEE FOLLY RD,,NEW PALTZ,NY,12561,1/27/2020,1/31/2023,FARM WINERY,,,POINT (-74.155011 41.73033)
3157651,TIOGA,FW,302,922997,RICHFORD HILL WINERY LLC,,600 PAYNE MARSH RD,,RICHFORD,NY,13835,12/16/2019,12/31/2022,FARM WINERY,,,POINT (-76.180648 42.359772)
2198871,DELAWARE,DD,207,918573,KERRS CREEK DISTILLERY LLC,"EASY SPEAKER, SILVER MOON, ISHKA",2450 COUNTY HWY 23,AKA 2450-52 COUNTY HWY 23,WALTON,NY,13856,6/4/2019,6/30/2022,FARM DISTILLER CLASS D,,,POINT (-75.151528 42.221148)
1275174,KINGS,FD,106,999999,OTHER HALF BREWING COMPANY INC,,195 CENTRE ST,AKA 191-197 CENTRE ST ETAL,BROOKLYN,NY,11231,1/11/2017,4/30/2022,FARM BREWER,,,POINT (-73.999165 40.673686)
3158813,ERIE,FD,106,940627,WEST SHORE BREWING COMPANY LLC,,10995 MAIN ST,,CLARENCE,NY,14031,5/21/2021,5/31/2022,FARM BREWER,,,POINT (-78.578019 42.982091)
2200073,CAYUGA,FD,106,940556,CHAOTIC ALES INC,AURORA BREWING CO,1891 STATE RTE 90 N,,KING FERRY,NY,13081,5/18/2021,6/30/2022,FARM BREWER,,,POINT (-76.681293 42.709608)
2208178,BROOME,FD,106,999999,BEER TREE BREW CO LLC,BEER TREE BREW CO,197 STATE RTE 369,,PORT CRANE,NY,13833,8/6/2018,8/31/2022,FARM BREWER,,Licensed yard with two licensed patios,POINT (-75.830699 42.170049)
1320597,KINGS,DA,206,999999,STANDARD SPIRIT CORPORATION,STANDARD SPIRIT DISTILLERY,68 34TH ST,BLDG 6 1ST FL SPACE B(EAST),BROOKLYN,NY,11232,11/25/2019,8/31/2022,DISTILLER A-1,,,POINT (-74.006408 40.657339)
3158312,MONROE,D,101,846438,NARRAGANSETT BREWING COMPANY,,445 ST PAUL ST,,ROCHESTER,NY,14605,6/21/2021,6/30/2022,TENANT BREWER,,,POINT (-77.614501 43.16514)
3150383,MONROE,DW,301,915267,HIGH FALLS OPERATING CO LLC,NORTH AMERICAN BREWERIES,445 ST PAUL ST,,ROCHESTER,NY,14605,5/7/2019,5/31/2022,WINERY,,,POINT (-77.614501 43.16514)
2160788,OTSEGO,FW,302,919690,BENNETT WINE COMPANY LLC,RUSTIC RIDGE WINERY,2805 STATE HWY 80,,BURLINGTON FLATS,NY,13315,7/11/2019,8/31/2022,FARM WINERY,,,POINT (-75.153855 42.722888)
3156935,MONROE,MI,101,939922,DENHART BREWING COMPANY LLC,TRIPHAMMER BIERWERKS,111 PARCE AVE,STE 3-A1,FAIRPORT,NY,14450,4/21/2021,7/31/2022,MICRO BREWER,,,POINT (-77.445503 43.105892)
2506700,OTSEGO,MI,101,907862,BREWERY OMMEGANG LTD,BREWERY OMMEGANG,656 COUNTY HWY 33,,COOPERSTOWN,NY,13326,8/29/2018,6/30/2022,MICROBREWERY,,,POINT (-74.946354 42.6257)
2604632,JEFFERSON,FW,302,920465,OTTER CREEK WINERY LLC,OTTER CREEK WINERY,33109 RUDES ROAD,,PHILADELPHIA,NY,13673,8/9/2019,8/31/2022,FARM WINERY,,,POINT (-75.711301 44.192578)
2199328,ORANGE,DD,207,931644,APPLE DAVE'S DISTILLERY LLC,,82 FOUR CORNERS RD,BUILDING B,WARWICK,NY,10990,5/28/2020,8/31/2022,FARM DISTILLERY,fenced outdoor area,"Wholesaler & Production up to 75,000 gallons of Liquor",POINT (-74.314652 41.29554)
3156928,ERIE,MI,101,847421,THIN MAN BREWERY OF BUFFALO LLC,,486 ELMWOOD AVE,,BUFFALO,NY,14222,7/7/2021,8/31/2022,MICRO BREWER,,,POINT (-78.877095 42.910297)
3150361,MONROE,CD,304,939601,HIGH FALLS OPERATING CO LLC,NORTH AMERICAN BREWERIES,445 ST PAUL ST,,ROCHESTER,NY,14605,4/15/2021,5/31/2022,CIDER PRODUCER,,,POINT (-77.614501 43.16514)
2217540,SULLIVAN,FW,302,916260,DOETSCH FAMILY II LLC,SEMINARY HILL ORCHARD AND CIDERY,43 WAGNER LN,,CALLICOON,NY,12723,12/24/2019,11/30/2022,FARM WINERY,,,POINT (-75.054478 41.776242)
1256472,KINGS,DW,301,935263,RED HOOK WINERY LLC,RED HOOK WINERY,204 VAN DYKE ST SUITE 325A,FERRIS & CONOVER,BROOKLYN,NY,11231,12/3/2020,8/31/2022,WINERY,Outdoor Seating,,POINT (-74.012763 40.674344)
3153212,GENESEE,MW,307,918826,AUTUMN MOON FARM WINERY LLC,AUTUMN MOON FARM WINERY,7585 W BERGEN RD,,BERGEN,NY,14416,6/11/2019,7/31/2022,MICRO WINERY,,,POINT (-78.004307 43.04606)
3152024,CHEMUNG,FW,302,919336,STONEYRIDGE ORCHARD & WINERY LLC,,160 BIXBY RD,,ERIN,NY,14838,6/26/2019,6/30/2022,FARM WINERY,,,POINT (-76.667649 42.15835)
1252783,SUFFOLK,FW,302,919516,MATTEBELLA VINEYARDS HOLDING COMPANY LLC &,MATTEBELLA VINEYARDS LLC-DBA MATTEBELLA VINEYARDS,46005 ROUTE 25,,SOUTHOLD,NY,11971,7/3/2019,6/30/2022,FARM WINERY MANUFACTURING WINE,,,POINT (-72.444907 41.048605)
2194616,FRANKLIN,FW,302,924229,MARICE BRIGHT & JERRY BRIGHT,BRIGHT STAR ENTERPRISE,419 STATE RTE 95,,MOIRA,NY,12957,1/24/2020,1/31/2023,FARM WINERY,,,POINT (-74.558828 44.847222)
1317174,SUFFOLK,FW,302,921681,SANNINOS BELLA VITA VINEYARD LLC,,15975 COUNTY RD 48,,CUTCHOGUE,NY,11935,10/15/2019,10/31/2022,FARM WINERY,,Licensed Patio,POINT (-72.50997 41.016270000000006)
2219488,FULTON,FD,106,847137,GREAT SACANDAGA BREWING COMPANY INC,,3647 NYS HWY 30,,BROADALBIN,NY,12025,6/30/2021,6/30/2022,FARM BREWER,,,
3150325,YATES,FW,302,921272,MONELLO LLC,,701 STATE ROUTE 14,,PENN YAN,NY,14527,9/23/2019,9/30/2022,FARM WINERY PRODUCING WINE,,,POINT (-76.97151 42.730008)
3014294,YATES,FW,302,913874,MILES WINE CELLARS LLC,,168 RANDALL CROSSING ROAD,,HIMROD,NY,14842,3/7/2019,4/30/2022,FARM WINERY,,,POINT (-76.924234 42.616963)
2220685,OSWEGO,FD,106,846337,BEHLING ORCHARDS LLC,6 ACRES FARM BREWERY,330 JOHNSON RD,,MEXICO,NY,13114,6/17/2021,6/30/2022,FARM BREWER,,,POINT (-76.279125 43.43929)
2013266,ULSTER,FW,302,920908,BALDWIN VINEYARDS INC,,176 HARDENBURGH RD,,PINE BUSH,NY,12566,8/27/2019,9/30/2022,FARM WINERY,,,POINT (-74.293622 41.623644)
2601773,CHENANGO,FW,302,922293,BLACK BEAR FARM WINERY INC,,248 COUNTY RD 1,,CHENANGO FORKS,NY,13746,11/13/2019,11/30/2022,FARM WINERY,,,POINT (-75.829249 42.266975)
2215209,DELAWARE,CD,304,939046,MARION BEVERAGE CORPORATION,LINDNER'S CIDER,7968 COUNTY HWY 26,,HAMDEN,NY,13782,3/23/2021,3/31/2022,CIDER PRODUCER,,,POINT (-75.017954 42.168829)
2218122,GREENE,FD,106,9999999,WEST KILL BREWING LLC,,2173 SPRUCETON RD,,WEST KILL,NY,12492,2/6/2020,4/30/2023,FARM BREWER,,licensed outdoor patio,POINT (-74.292567 42.190365)
3154664,SENECA,CF,309,926853,SHANNON MARY O'CONNOR,BLACKDUCK CIDERY,3046 COUNTY RD 138,,OVID,NY,14521,5/29/2020,5/31/2023,FARM CIDERY,,,POINT (-76.761154 42.68256100000001)
3164369,YATES,MI,101,99999,LAURENTIDE LLC,LAURENTIDE BEER COMPANY,158 MAIN ST,,PENN YAN,NY,14527,,4/30/2023,MICRO-BREWER,,,POINT (-77.054535 42.662352)
3164361,YATES,MW,307,917147,SAVOUR FINGER LAKES LLC,ONCE FINGER LAKES,655 NY-14,,PENN YAN,NY,14527,2/25/2021,1/31/2024,MICRO FARM WINERY,,,POINT (-76.971591 42.731381)
3155057,MONROE,CF,309,935703,ROC HARD PARTNERS LLC,BLUE TOAD HARD CIDER,120 MUSHROOM BLVD,STE 105,ROCHESTER,NY,14623,12/24/2020,11/30/2023,FARM CIDERY,,,POINT (-77.619003 43.090682)
2141779,ESSEX,DA,206,925972,LAKE PLACID SPIRITS LLC,LAKE PLACID SPIRITS,5740 CASCADE ROAD,,LAKE PLACID,NY,12946,4/22/2020,4/30/2023,DISTILLER,MICRO DISTILLER,,POINT (-73.9713 44.266836)
2218099,CAYUGA,FW,302,916725,QUARRY RIDGE WINERY LLC,,4242 STATE RTE 90,,UNION SPRINGS,NY,13160,8/12/2020,7/31/2023,FARM WINERY,,,POINT (-76.698748 42.823155)
1320012,NEW YORK,FD,106,999999,TORCH & CROWN SOHO LLC,TORCH & CROWN BREWING COMPANY,161 AVENUE OF THE AMERICAS,,NEW YORK,NY,10013,10/16/2020,9/30/2023,COMBINED CRAFT FARM BREWER,"FB Stips: 12pm Closing Daily, background music only",,POINT (-74.003896 40.725813)
1329038,WESTCHESTER,FD,106,999999,ALTERNATIVE MEDICINE BREWING CO LLC,,29 ELM AVE,STE 1-A,MOUNT VERNON,NY,10550,4/14/2021,3/31/2024,FARM BREWER,,,POINT (-73.832582 40.912356)
2198202,SARATOGA,DA,206,939333,YANKEE DISTILLERS LLC,,5 FAIRCHILD SQAURE,,CLIFTON PARK,NY,12065,4/2/2021,3/31/2024,DISTILLER A-1,,,
1329637,SUFFOLK,FW,302,935296,"VINEYARD AT BAITING HOLLOW INC, THE",BAITING HOLLOW FARM VINEYARD,2114 SOUND AVE,,BAITING HOLLOW,NY,11933,12/11/2020,11/30/2023,FARM WINERY,,,POINT (-72.756626 40.955938)
